record_id,damaging_comment,human_label
2128,"In medical hospitals-I've had nurses in emergency roooms (when I used to pass out and need hydration) suggest 'alternative diet options' for me to lose weight. One even agreed specifically that I should lose, but should try (I think it was slim fast or something like that)....when they triaged me in that ER they literally couldn't find my blood pressure it was that low, but sure, I could still lose weight!",Yes
3723,A therapist told me her weight and another therapist told me to try a keto diet.,Yes
4743,"told I'm fat, I'm obese, I need to lose weight to be healthy, I need to count calories, I should exercise more than I eat",Yes
2856,"Comments that I was lying about my ED, focus on weight loss rather than overall health, prescribed medication to lose weight despite warnings from my therapists",Yes
1693,Psychiatrist - said I look great because I lost weight,Yes
1693,psychiatrist - I lost weight; said I see that you lost weight and you look really good,Yes
538,We need to watch your weight.     Your labs look great line I expected.,Yes
2032,Had new PCP comment on weight gain in a negative way; had a different doctor tell me that injuries I sustained in sports were due to being heavier than others my size/age in the sport that I was doing (gymnastics),Yes
215,You're thin but not that thin - comment from an endocrinologist.,Yes
215,"I had an endocrinologist tell me that I was 'thin, but not that thin' when seeking treatment for my low bone density and missing period. I have also had doctors tell me that I looked 'good' despite being extremely underweight.",Yes
221,Saying that I was too fat to have an ED,Yes
2482,"I have been told over and over that I don't have an eating disorder, because 'fat people don't have eating disorders.' I have been shamed and ridiculed by providers when seeking help.",Yes
1638,They tell me great job when I looose weight,Yes
772,"There's too many to list.   Primary care doctor started telling me to lose weight when I was 9.....I got my period at that age and they said it might be because I was so overweight...I was nat a totally normal weight for my age.  Primary care doctor continued to prescribe weight loss until I went to eating disorder treatment, complimented me on my weight loss without asking any questions about how I'd lost weight, encouraged to go against my dietitian and therapists recommendation on exercise and told me I should exercise more.",Yes
173,Kaiser,No
1862,Very frequently.,No
3899,"My primary care doctors have commented on me being 'overweight' while I was actively in treatment for a restrictive eating disorder. my dietitian had me counting calories and grams of carbohydrates from alcohol towards my meal plan. The ER doctor praised my restraint in not asking for food or water while being in treated for a syncopal episode, low blood sugar and dehydration as a result of my undiagnosed eating disorder.",Yes
2731,"Nurse said to me, 'My daughter has an eating disorder! She weighs xx pounds.' She said this while applying stickers to my body for the EKG.   Therapist said to me, 'Do you think you're faking your eating disorder for attention?'",No
2583,'You don't look very skinny for an anorexic.'.',Yes
76,"comments and stern advice about my weight/obesity, telling me what I should/shouldn't eat, telling me to go on Weight Watchers",Yes
1944,Comments from treatment staff about my body size compared to others in smaller bodies or indirect comments to other clients about how they won't let them get fat within earshot of me,Yes
3116,Due to my body being larger than others in treatment,Yes
3500,Birth control,No
4474,Always based on bmi and my bmi is never as low as the guidelines outline or my ed is nor typical for certain criterias to be made,Yes
3119,"1. weight loss was the only treatment for NAFLD, and then cutting out high fructose corn syrup brought liver enzymes to normal. 2. Even after explaining my ED history and not wanting to discuss weight lossprovider insisted on telling me that I needed to lose weight to help my acid reflux. 3. After colonoscopy and removal of polyps, doctor told me to increase my intake of fruits, vegetables and whole grains( I am vegetarian and that comprises about 70% of my diet) and lose weight.",Yes
